"UNIQUE_ID","SPORTS"
2685,"CLUB420"
2688,"CLUB406"
2696,"CLUB242"
2701,"CLUB213"
2717,"CLUB406"
2719,"CLUB242"
2735,"CLUB119"
2739,"CLUB245"
2740,"CLUB101"
2769,"CLUB109"
2770,"CLUB123"
2787,"CLUB123"
2788,"CLUB109"
2789,"CLUB242"
2805,"CLUB406"
2812,"CLUB604"
2815,"CLUB229"
2819,"CLUB229"
2820,"CLUB127"
2821,"CLUB105"
2825,"CLUB113"
2834,"CLUB121"
2842,"CLUB111"
2859,"CLUB101"
2864,"CLUB111"
2866,"CLUB105"
2873,"CLUB121"
2875,"CLUB101"
2892,"CLUB121"
2929,"CLUB233"
2950,"CLUB113"
2980,"CLUB128"
2982,"CLUB107"
2987,"CLUB402"
3020,"CLUB124"
3032,"CLUB117"
3034,"CLUB132"
3037,"CLUB125"
3076,"CLUB229"
3102,"CLUB232"
3106,"CLUB116"
3110,"CLUB405"
3122,"CLUB111"
3124,"CLUB410"
3126,"CLUB119"
3141,"CLUB132"
3146,"CLUB261"
3159,"CLUB127"
3180,"CLUB121"
3214,"CLUB123"
3247,"CLUB105"
3252,"CLUB105"
3291,"CLUB132"
3322,"CLUB245"
3332,"CLUB117"
3339,"CLUB242"
3363,"CLUB413"
3377,"CLUB124"
3389,"CLUB232"
3402,"CLUB604"
3409,"CLUB101"
3422,"CLUB115"
3424,"CLUB119"
3434,"CLUB119"
3437,"CLUB242"
3477,"CLUB101"
3480,"CLUB242"
3538,"CLUB404"
3543,"CLUB132"
3559,"CLUB206"
3563,"CLUB132"
3573,"CLUB132"
3602,"CLUB402"
3611,"CLUB242"
3616,"CLUB103"
3618,"CLUB111"
3620,"CLUB122"
3628,"CLUB125"
3677,"CLUB410"
3687,"CLUB132"
3694,"CLUB410"
3705,"CLUB132"
3722,"CLUB210"
3740,"CLUB123"
3772,"CLUB252"
3780,"CLUB249"
3800,"CLUB242"
3804,"CLUB402"
3808,"CLUB258"
3826,"CLUB217"
3855,"CLUB401"
3858,"CLUB242"
3862,"CLUB228"
3866,"CLUB604"
3875,"CLUB604"
3889,"CLUB420"
3899,"CLUB604"
3934,"CLUB237"
3959,"CLUB401"
3992,"CLUB132"
4039,"CLUB119"
4048,"CLUB123"
4073,"CLUB245"
4077,"CLUB242"
4078,"CLUB401"
4104,"CLUB415"
4105,"CLUB242"
4128,"CLUB109"
4135,"CLUB101"
4136,"CLUB410"
4163,"CLUB119"
4175,"CLUB108"
4176,"CLUB132"
4180,"CLUB132"
4184,"CLUB410"
4195,"CLUB206"
4199,"CLUB125"
4201,"CLUB109"
4230,"CLUB242"
4243,"CLUB111"
4251,"CLUB128"
4257,"CLUB105"
4262,"CLUB123"
4264,"CLUB229"
4275,"CLUB111"
4281,"CLUB410"
4284,"CLUB242"
4298,"CLUB258"
4311,"CLUB122"
4332,"CLUB410"
4345,"CLUB113"
4347,"CLUB229"
4352,"CLUB125"
4357,"CLUB420"
4368,"CLUB103"
4377,"CLUB111"
4379,"CLUB123"
4404,"CLUB221"
4416,"CLUB117"
4440,"CLUB101"
4443,"CLUB242"
4468,"CLUB111"
4481,"CLUB123"
4511,"CLUB219"
4513,"CLUB111"
4548,"CLUB111"
4560,"CLUB111"
4571,"CLUB111"
4573,"CLUB604"
4598,"CLUB243"
4603,"CLUB408"
4618,"CLUB105"
4619,"CLUB242"
4623,"CLUB115"
4625,"CLUB115"
4628,"CLUB132"
4629,"CLUB233"
4648,"CLUB111"
4654,"CLUB115"
4672,"CLUB242"
4694,"CLUB245"
4700,"CLUB402"
4716,"CLUB107"
4739,"CLUB111"
4764,"CLUB109"
4772,"CLUB402"
4784,"CLUB111"
4817,"CLUB403"
4828,"CLUB413"
4831,"CLUB258"
4833,"CLUB111"
4835,"CLUB410"
4837,"CLUB403"
4839,"CLUB108"
4849,"CLUB211"
4866,"CLUB111"
4884,"CLUB229"
4918,"CLUB114"
4932,"CLUB402"
4942,"CLUB111"
4958,"CLUB211"
4968,"CLUB111"
4969,"CLUB109"
4974,"CLUB403"
4984,"CLUB111"
4991,"CLUB111"
4995,"CLUB221"
5005,"CLUB233"
5008,"CLUB420"
5011,"CLUB103"
5016,"CLUB219"
5018,"CLUB109"
5044,"CLUB221"
5048,"CLUB113"
5049,"CLUB109"
5066,"CLUB123"
5074,"CLUB406"
5077,"CLUB604"
5096,"CLUB242"
5105,"CLUB132"
5115,"CLUB109"
5120,"CLUB218"
5124,"CLUB123"
5158,"CLUB111"
5167,"CLUB111"
5175,"CLUB111"
5177,"CLUB242"
5181,"CLUB105"
5197,"CLUB245"
5214,"CLUB101"
5215,"CLUB115"
5251,"CLUB125"
5253,"CLUB110"
5277,"CLUB111"
5288,"CLUB101"
5295,"CLUB109"
5297,"CLUB242"
5306,"CLUB113"
5348,"CLUB111"
5363,"CLUB604"
5366,"CLUB111"
5380,"CLUB242"
5387,"CLUB604"
5390,"CLUB413"
5401,"CLUB101"
5407,"CLUB119"
5434,"CLUB101"
5436,"CLUB218"
5439,"CLUB111"
5449,"CLUB105"
5466,"CLUB123"
5468,"CLUB105"
5470,"CLUB218"
5471,"CLUB101"
5479,"CLUB123"
5491,"CLUB121"
5494,"CLUB109"
5495,"CLUB111"
5503,"CLUB133"
5539,"CLUB123"
5545,"CLUB420"
5553,"CLUB111"
5578,"CLUB126"
5579,"CLUB212"
5599,"CLUB124"
5621,"CLUB133"
5633,"CLUB242"
5640,"CLUB232"
5691,"CLUB125"
5713,"CLUB124"
5719,"CLUB114"
5737,"CLUB132"
5755,"CLUB408"
5759,"CLUB111"
5777,"CLUB218"
5781,"CLUB111"
5815,"CLUB103"
5827,"CLUB117"
5837,"CLUB111"
5839,"CLUB402"
5869,"CLUB219"
5879,"CLUB117"
5884,"CLUB125"
5886,"CLUB124"
5888,"CLUB402"
5912,"CLUB219"
5913,"CLUB109"
5915,"CLUB132"
5918,"CLUB233"
5919,"CLUB402"
5944,"CLUB111"
5948,"CLUB402"
5959,"CLUB106"
5962,"CLUB132"
5969,"CLUB266"
5985,"CLUB123"
5994,"CLUB402"
5996,"CLUB111"
5997,"CLUB402"
6001,"CLUB254"
6009,"CLUB242"
6011,"CLUB128"
6027,"CLUB132"
6035,"CLUB127"
6058,"CLUB229"
6070,"CLUB111"
6075,"CLUB119"
6076,"CLUB402"
6110,"CLUB402"
6122,"CLUB402"
6127,"CLUB402"
6129,"CLUB218"
6133,"CLUB413"
6149,"CLUB125"
6153,"CLUB102"
6156,"CLUB103"
6167,"CLUB111"
6170,"CLUB605"
6174,"CLUB420"
6195,"CLUB108"
6208,"CLUB115"
6210,"CLUB233"
6213,"CLUB245"
6218,"CLUB420"
6221,"CLUB413"
6222,"CLUB108"
6229,"CLUB133"
6231,"CLUB402"
6265,"CLUB604"
6279,"CLUB111"
6296,"CLUB218"
6306,"CLUB406"
6327,"CLUB132"
6332,"CLUB111"
6343,"CLUB420"
6383,"CLUB109"
6385,"CLUB242"
6391,"CLUB109"
6401,"CLUB417"
6418,"CLUB109"
6425,"CLUB101"
6431,"CLUB242"
6439,"CLUB242"
6441,"CLUB133"
6467,"CLUB242"
6469,"CLUB117"
6470,"CLUB242"
6482,"CLUB266"
6483,"CLUB101"
6484,"CLUB109"
6541,"CLUB110"
6546,"CLUB109"
6551,"CLUB117"
6558,"CLUB605"
6576,"CLUB218"
6586,"CLUB604"
6600,"CLUB111"
6601,"CLUB249"
6605,"CLUB121"
6613,"CLUB402"
6672,"CLUB123"
6681,"CLUB109"
6705,"CLUB107"
6723,"CLUB258"
6724,"CLUB245"
6745,"CLUB605"
6758,"CLUB111"
6762,"CLUB111"
6783,"CLUB111"
6786,"CLUB402"
6787,"CLUB413"
6801,"CLUB417"
6821,"CLUB404"
6832,"CLUB109"
6857,"CLUB213"
6868,"CLUB605"
6872,"CLUB242"
6885,"CLUB403"
6891,"CLUB111"
6927,"CLUB404"
6931,"CLUB404"
6932,"CLUB604"
6939,"CLUB117"
6949,"CLUB111"
6954,"CLUB133"
6967,"CLUB114"
6969,"CLUB403"
6989,"CLUB123"
6993,"CLUB211"
7012,"CLUB115"
7017,"CLUB111"
7025,"CLUB245"
7035,"CLUB123"
7055,"CLUB403"
7064,"CLUB245"
7079,"CLUB242"
7080,"CLUB126"
7090,"CLUB103"
7118,"CLUB604"
7124,"CLUB111"
7146,"CLUB604"
7150,"CLUB604"
7165,"CLUB213"
7188,"CLUB111"
7215,"CLUB111"
7245,"CLUB402"
7264,"CLUB604"
7271,"CLUB115"
7282,"CLUB111"
7285,"CLUB410"
7295,"CLUB245"
7310,"CLUB406"
7323,"CLUB125"
7352,"CLUB123"
7373,"CLUB407"
7383,"CLUB206"
7394,"CLUB604"
7402,"CLUB123"
7403,"CLUB401"
7420,"CLUB221"
7427,"CLUB121"
7428,"CLUB132"
7430,"CLUB132"
7433,"CLUB604"
7453,"CLUB601"
7455,"CLUB101"
7462,"CLUB407"
7466,"CLUB123"
7470,"CLUB406"
7487,"CLUB123"
7499,"CLUB221"
7520,"CLUB242"
7529,"CLUB122"
7536,"CLUB206"
7541,"CLUB125"
7563,"CLUB206"
7573,"CLUB111"
7585,"CLUB133"
7600,"CLUB119"
7610,"CLUB242"
7618,"CLUB109"
7623,"CLUB404"
7629,"CLUB132"
7633,"CLUB125"
7640,"CLUB406"
7690,"CLUB237"
7695,"CLUB132"
7697,"CLUB111"
7707,"CLUB117"
7711,"CLUB101"
7721,"CLUB101"
7729,"CLUB242"
7740,"CLUB408"
7743,"CLUB245"
7744,"CLUB403"
7759,"CLUB229"
7761,"CLUB407"
7762,"CLUB123"
7776,"CLUB125"
7783,"CLUB125"
7785,"CLUB219"
7811,"CLUB202"
7815,"CLUB128"
7817,"CLUB132"
7836,"CLUB413"
7839,"CLUB222"
7847,"CLUB402"
7869,"CLUB111"
7871,"CLUB132"
7894,"CLUB123"
7913,"CLUB133"
7922,"CLUB111"
7924,"CLUB125"
7925,"CLUB126"
7930,"CLUB133"
7936,"CLUB245"
7951,"CLUB123"
7963,"CLUB206"
7969,"CLUB111"
7970,"CLUB407"
7972,"CLUB402"
7999,"CLUB410"
8005,"CLUB410"
8009,"CLUB410"
8022,"CLUB128"
8038,"CLUB111"
8064,"CLUB209"
8068,"CLUB212"
8084,"CLUB132"
8097,"CLUB601"
8100,"CLUB410"
8105,"CLUB105"
8114,"CLUB111"
8124,"CLUB123"
8170,"CLUB604"
8199,"CLUB124"
8214,"CLUB245"
8230,"CLUB123"
8234,"CLUB245"
8235,"CLUB218"
8242,"CLUB132"
8251,"CLUB101"
8267,"CLUB129"
8277,"CLUB119"
8278,"CLUB108"
8306,"CLUB501"
8308,"CLUB123"
8325,"CLUB111"
8332,"CLUB245"
8362,"CLUB229"
8368,"CLUB413"
8369,"CLUB123"
8378,"CLUB605"
8390,"CLUB229"
8404,"CLUB103"
8406,"CLUB105"
8409,"CLUB229"
8444,"CLUB403"
8453,"CLUB123"
8471,"CLUB103"
8472,"CLUB126"
8477,"CLUB111"
8479,"CLUB242"
8480,"CLUB403"
8482,"CLUB406"
8518,"CLUB108"
8522,"CLUB108"
8530,"CLUB603"
8541,"CLUB123"
8548,"CLUB605"
8551,"CLUB132"
8559,"CLUB133"
8573,"CLUB123"
8581,"CLUB410"
8587,"CLUB117"
8593,"CLUB604"
8620,"CLUB105"
8632,"CLUB261"
8656,"CLUB111"
8679,"CLUB132"
8680,"CLUB232"
8700,"CLUB242"
8726,"CLUB123"
8741,"CLUB132"
8742,"CLUB123"
8744,"CLUB242"
8754,"CLUB406"
8760,"CLUB124"
8780,"CLUB132"
8785,"CLUB410"
8798,"CLUB125"
8806,"CLUB123"
8811,"CLUB108"
8824,"CLUB128"
8827,"CLUB101"
8834,"CLUB233"
8838,"CLUB406"
8839,"CLUB209"
8842,"CLUB242"
8848,"CLUB604"
8849,"CLUB122"
8867,"CLUB125"
8873,"CLUB405"
8874,"CLUB119"
8877,"CLUB111"
8904,"CLUB128"
8910,"CLUB413"
8927,"CLUB242"
8928,"CLUB132"
8937,"CLUB126"
8965,"CLUB408"
8970,"CLUB261"
8974,"CLUB123"
8975,"CLUB219"
8977,"CLUB242"
8978,"CLUB219"
8991,"CLUB110"
9009,"CLUB407"
9012,"CLUB237"
9051,"CLUB604"
9055,"CLUB115"
9066,"CLUB101"
9071,"CLUB123"
9085,"CLUB105"
9117,"CLUB604"
9152,"CLUB128"
9170,"CLUB204"
9184,"CLUB125"
9201,"CLUB232"
9223,"CLUB605"
9267,"CLUB108"
9283,"CLUB406"
9339,"CLUB219"
9356,"CLUB111"
9374,"CLUB410"
9402,"CLUB410"
9422,"CLUB102"
9429,"CLUB408"
9435,"CLUB601"
9442,"CLUB111"
9453,"CLUB420"
9459,"CLUB111"
9461,"CLUB212"
9472,"CLUB132"
9477,"CLUB111"
9507,"CLUB123"
9513,"CLUB604"
9529,"CLUB420"
9538,"CLUB410"
9612,"CLUB408"
9638,"CLUB601"
9644,"CLUB206"
9647,"CLUB603"
9697,"CLUB408"
9722,"CLUB245"
9747,"CLUB410"
9759,"CLUB410"
9787,"CLUB109"
9788,"CLUB105"
9790,"CLUB108"
9808,"CLUB245"
9811,"CLUB206"
9834,"CLUB410"
9841,"CLUB117"
9846,"CLUB410"
9851,"CLUB221"
9852,"CLUB132"
9874,"CLUB222"
9898,"CLUB404"
9985,"CLUB413"
9988,"CLUB128"
10001,"CLUB604"
10011,"CLUB128"
10012,"CLUB601"
10046,"CLUB604"
10064,"CLUB601"
10099,"CLUB111"
10118,"CLUB604"
10181,"CLUB123"
10188,"CLUB410"
10201,"CLUB119"
10207,"CLUB109"
10222,"CLUB111"
10229,"CLUB410"
10240,"CLUB242"
10297,"CLUB103"
10340,"CLUB245"
10349,"CLUB123"
10361,"CLUB128"
10401,"CLUB413"
10429,"CLUB218"
10434,"CLUB115"
10445,"CLUB128"
10468,"CLUB111"
10477,"CLUB124"
10485,"CLUB246"
10492,"CLUB111"
10524,"CLUB245"
10548,"CLUB604"
10577,"CLUB229"
10595,"CLUB123"
10612,"CLUB114"
10632,"CLUB117"
10633,"CLUB413"
10691,"CLUB604"
10696,"CLUB123"
10702,"CLUB123"
10729,"CLUB133"
10732,"CLUB111"
10743,"CLUB103"
10769,"CLUB258"
10811,"CLUB402"
10813,"CLUB105"
10815,"CLUB402"
10830,"CLUB403"
10851,"CLUB601"
10869,"CLUB413"
10897,"CLUB245"
10940,"CLUB128"
10983,"CLUB242"
10986,"CLUB111"
11000,"CLUB403"
11003,"CLUB119"
11016,"CLUB229"
11028,"CLUB217"
11046,"CLUB413"
11055,"CLUB413"
11067,"CLUB115"
11069,"CLUB111"
11093,"CLUB132"
11099,"CLUB132"
11118,"CLUB206"
11133,"CLUB413"
11142,"CLUB111"
11151,"CLUB113"
11155,"CLUB250"
11166,"CLUB132"
11200,"CLUB221"
11220,"CLUB132"
11236,"CLUB201"
11276,"CLUB204"
11296,"CLUB119"
11297,"CLUB123"
11299,"CLUB111"
11304,"CLUB123"
11348,"CLUB111"
11353,"CLUB402"
11373,"CLUB242"
11392,"CLUB111"
11412,"CLUB108"
11415,"CLUB107"
11419,"CLUB111"
11422,"CLUB133"
11424,"CLUB413"
11426,"CLUB242"
11440,"CLUB111"
11472,"CLUB420"
11494,"CLUB109"
11501,"CLUB109"
11505,"CLUB111"
11512,"CLUB413"
11532,"CLUB604"
11539,"CLUB109"
11545,"CLUB242"
11570,"CLUB123"
11600,"CLUB245"
11606,"CLUB406"
11608,"CLUB408"
11611,"CLUB242"
11612,"CLUB402"
11623,"CLUB111"
11629,"CLUB420"
11638,"CLUB415"
11639,"CLUB242"
11644,"CLUB242"
11660,"CLUB242"
11667,"CLUB257"
11674,"CLUB415"
11715,"CLUB601"
11716,"CLUB110"
11740,"CLUB114"
11748,"CLUB103"
11749,"CLUB246"
11794,"CLUB413"
11805,"CLUB266"
11809,"CLUB109"
11845,"CLUB605"
11850,"CLUB132"
11865,"CLUB129"
11875,"CLUB119"
11904,"CLUB111"
11905,"CLUB114"
11917,"CLUB246"
11931,"CLUB129"
11941,"CLUB109"
11972,"CLUB402"
11974,"CLUB115"
11977,"CLUB413"
11986,"CLUB109"
11990,"CLUB133"
12000,"CLUB111"
12033,"CLUB233"
12034,"CLUB413"
12037,"CLUB109"
12038,"CLUB103"
12056,"CLUB413"
12067,"CLUB132"
12068,"CLUB413"
12079,"CLUB117"
12085,"CLUB604"
12096,"CLUB105"
12098,"CLUB123"
12140,"CLUB124"
12159,"CLUB109"
12160,"CLUB101"
12167,"CLUB109"
12171,"CLUB109"
12200,"CLUB119"
12217,"CLUB114"
12225,"CLUB242"
12232,"CLUB242"
12246,"CLUB114"
12258,"CLUB114"
12259,"CLUB123"
12265,"CLUB221"
12272,"CLUB402"
12281,"CLUB245"
12299,"CLUB402"
12302,"CLUB109"
12316,"CLUB133"
12318,"CLUB105"
12335,"CLUB124"
12337,"CLUB402"
12374,"CLUB218"
12375,"CLUB111"
12376,"CLUB115"
12402,"CLUB109"
12411,"CLUB109"
12413,"CLUB126"
12432,"CLUB115"
12437,"CLUB111"
12468,"CLUB109"
12470,"CLUB111"
12473,"CLUB111"
12487,"CLUB402"
12490,"CLUB132"
12495,"CLUB242"
12503,"CLUB123"
12504,"CLUB601"
12509,"CLUB209"
12513,"CLUB125"
12515,"CLUB604"
12517,"CLUB213"
12529,"CLUB125"
12553,"CLUB108"
12587,"CLUB132"
12600,"CLUB402"
12647,"CLUB123"
12657,"CLUB402"
12661,"CLUB111"
12681,"CLUB604"
12689,"CLUB119"
12693,"CLUB107"
12700,"CLUB132"
12706,"CLUB105"
12725,"CLUB242"
12734,"CLUB128"
12780,"CLUB132"
12782,"CLUB132"
12787,"CLUB212"
12790,"CLUB101"
12802,"CLUB266"
12815,"CLUB132"
12819,"CLUB258"
12842,"CLUB132"
12860,"CLUB114"
12871,"CLUB109"
12874,"CLUB111"
12875,"CLUB229"
12894,"CLUB105"
12897,"CLUB401"
12914,"CLUB129"
12927,"CLUB103"
12935,"CLUB111"
12976,"CLUB109"
12990,"CLUB123"
12991,"CLUB106"
13003,"CLUB126"
13008,"CLUB103"
13011,"CLUB111"
13013,"CLUB201"
13021,"CLUB123"
13029,"CLUB402"
13037,"CLUB213"
13050,"CLUB117"
13058,"CLUB402"
13087,"CLUB245"
13104,"CLUB242"
13108,"CLUB127"
13113,"CLUB403"
13123,"CLUB129"
13124,"CLUB123"
13134,"CLUB402"
13143,"CLUB111"
13161,"CLUB109"
13180,"CLUB103"
13188,"CLUB402"
13208,"CLUB408"
13222,"CLUB103"
13224,"CLUB402"
13236,"CLUB103"
13247,"CLUB124"
13256,"CLUB109"
13259,"CLUB242"
13276,"CLUB128"
13284,"CLUB126"
13303,"CLUB413"
13318,"CLUB218"
13319,"CLUB415"
13329,"CLUB123"
13336,"CLUB113"
13346,"CLUB209"
13353,"CLUB125"
13357,"CLUB111"
13369,"CLUB125"
13374,"CLUB125"
13385,"CLUB132"
13393,"CLUB103"
13407,"CLUB109"
13410,"CLUB242"
13417,"CLUB402"
13421,"CLUB111"
13422,"CLUB111"
13425,"CLUB219"
13428,"CLUB242"
13432,"CLUB402"
13440,"CLUB402"
13448,"CLUB123"
13455,"CLUB402"
13460,"CLUB413"
13469,"CLUB245"
13470,"CLUB402"
13478,"CLUB111"
13484,"CLUB242"
13501,"CLUB108"
13502,"CLUB413"
13509,"CLUB109"
13513,"CLUB111"
13525,"CLUB202"
13528,"CLUB108"
13540,"CLUB233"
13557,"CLUB413"
13564,"CLUB123"
13577,"CLUB115"
13581,"CLUB406"
13625,"CLUB124"
13669,"CLUB111"
13724,"CLUB402"
13770,"CLUB402"
13785,"CLUB132"
13786,"CLUB101"
13796,"CLUB107"
13800,"CLUB111"
13813,"CLUB229"
13814,"CLUB406"
13829,"CLUB113"
13834,"CLUB406"
13894,"CLUB413"
13896,"CLUB111"
13902,"CLUB119"
13910,"CLUB403"
13936,"CLUB111"
13950,"CLUB242"
13969,"CLUB103"
13981,"CLUB402"
14009,"CLUB242"
14011,"CLUB125"
14016,"CLUB403"
14018,"CLUB241"
14029,"CLUB413"
14030,"CLUB413"
14043,"CLUB604"
14044,"CLUB603"
14047,"CLUB117"
14053,"CLUB604"
14064,"CLUB604"
14071,"CLUB413"
14076,"CLUB111"
14095,"CLUB111"
14110,"CLUB111"
14112,"CLUB201"
14118,"CLUB133"
14126,"CLUB125"
14151,"CLUB242"
14154,"CLUB246"
14156,"CLUB406"
14176,"CLUB242"
14182,"CLUB117"
14190,"CLUB113"
14192,"CLUB132"
14209,"CLUB132"
14233,"CLUB125"
14241,"CLUB402"
14253,"CLUB132"
14282,"CLUB105"
14285,"CLUB413"
14295,"CLUB245"
14298,"CLUB132"
14303,"CLUB105"
14318,"CLUB111"
14319,"CLUB229"
14333,"CLUB112"
14335,"CLUB112"
14336,"CLUB123"
14363,"CLUB132"
14373,"CLUB119"
14376,"CLUB111"
14386,"CLUB402"
14406,"CLUB601"
14414,"CLUB410"
14436,"CLUB111"
14446,"CLUB406"
14462,"CLUB604"
14533,"CLUB219"
14535,"CLUB105"
14536,"CLUB605"
14539,"CLUB401"
14548,"CLUB125"
14565,"CLUB242"
14573,"CLUB127"
14575,"CLUB604"
14586,"CLUB111"
14588,"CLUB123"
14602,"CLUB128"
14603,"CLUB123"
14611,"CLUB123"
14614,"CLUB132"
14622,"CLUB232"
14626,"CLUB111"
14669,"CLUB111"
14679,"CLUB133"
14701,"CLUB605"
14717,"CLUB229"
14718,"CLUB402"
14719,"CLUB127"
14724,"CLUB109"
14726,"CLUB111"
14729,"CLUB408"
14731,"CLUB125"
14744,"CLUB111"
14779,"CLUB242"
14781,"CLUB109"
14782,"CLUB402"
14818,"CLUB420"
14841,"CLUB111"
14863,"CLUB109"
14864,"CLUB118"
14880,"CLUB402"
14883,"CLUB604"
14887,"CLUB109"
14891,"CLUB402"
14909,"CLUB132"
14916,"CLUB111"
14917,"CLUB111"
14934,"CLUB408"
14942,"CLUB111"
14950,"CLUB402"
14966,"CLUB111"
14976,"CLUB109"
15002,"CLUB245"
15046,"CLUB101"
15050,"CLUB126"
15061,"CLUB105"
15073,"CLUB242"
15101,"CLUB124"
15105,"CLUB111"
15131,"CLUB403"
15135,"CLUB103"
15154,"CLUB604"
15190,"CLUB420"
15230,"CLUB111"
15249,"CLUB410"
15262,"CLUB205"
15301,"CLUB111"
15314,"CLUB126"
15315,"CLUB111"
15329,"CLUB111"
15335,"CLUB133"
15338,"CLUB125"
15340,"CLUB111"
15348,"CLUB111"
15350,"CLUB101"
15360,"CLUB129"
15363,"CLUB413"
15364,"CLUB101"
15367,"CLUB111"
15416,"CLUB111"
15417,"CLUB249"
15472,"CLUB108"
15490,"CLUB402"
15499,"CLUB242"
15505,"CLUB111"
15508,"CLUB111"
15532,"CLUB111"
15536,"CLUB111"
15541,"CLUB126"
15545,"CLUB111"
15557,"CLUB111"
15558,"CLUB111"
15573,"CLUB245"
15623,"CLUB221"
15637,"CLUB403"
15644,"CLUB106"
15664,"CLUB111"
15670,"CLUB403"
15675,"CLUB242"
15687,"CLUB413"
15688,"CLUB106"
15690,"CLUB111"
15706,"CLUB132"
15723,"CLUB128"
15733,"CLUB111"
15734,"CLUB115"
15740,"CLUB111"
15755,"CLUB111"
15757,"CLUB403"
15763,"CLUB410"
15771,"CLUB128"
15773,"CLUB111"
15791,"CLUB109"
15798,"CLUB111"
15803,"CLUB246"
15804,"CLUB420"
15825,"CLUB128"
15831,"CLUB111"
15833,"CLUB111"
15869,"CLUB245"
15885,"CLUB221"
15890,"CLUB413"
15895,"CLUB111"
